Hotel Name,reviewtext,target_summary,generated_summary,rouge1,rouge2,rougeL,bleu,PriceINR,StarRating,Recall@10,NDCG@10
Sunray Village Resort,Romantic getaway scenic view,Romantic getaway scenic view,Romantic getaway scenic view,1,1,1,1,6000,4.5,0.9,0.99718764
Sunray Village Resort,Relaxing for solo upscale resort,Relaxing for solo upscale resort,Relaxing for solo upscale resort.,1,1,1,0.668740305,6000,4.5,0.6,0.987671279
Hotel Skyline,Affordable clean near beach,Affordable clean near beach,Affordable clean near beach near beach.,0.8,0.75,0.8,0.508132748,3200,4,0,0
Hotel Skyline,Good for work basic amenities,Good for work basic amenities,Good for work basic amenities?,1,1,1,0.668740305,3200,4,0,0
Hotel Skyline,Family-friendly good value,Family-friendly good value,Family-friendly good value,1,1,1,1.22E-77,3200,4,0.1,0.356207187
Hotel Skyline,Cozy for couples near beach,Cozy for couples near beach,Cozy for couples near beach near beach,0.833333333,0.8,0.833333333,0.614788153,3200,4,0,0
Hotel Skyline,Convenient for solo affordable,Convenient for solo affordable,Convenient for solo affordable,1,1,1,1,3200,4,0,0
Sai Residency,Budget-friendly  clean rooms.,Budget-friendly clean rooms.,Budget-friendly clean rooms.,1,1,1,1.22E-77,2900,4,0.1,0.289064826
Sai Residency,Good for work  basic facilities.,Good for work basic facilities.,Good for work basic facilities.Good for,0.833333333,0.8,0.833333333,0.508132748,2900,4,0,0
Sai Residency,Family enjoyed  affordable stay.,Family enjoyed affordable stay.,Family enjoyed affordable stay.,1,1,1,1,2900,4,0.1,0.356207187
Sai Residency,Cozy for couples  good value.,Cozy for couples good value.,Cozy for couples good value.Good value.,0.833333333,0.8,0.833333333,0.537284966,2900,4,0.1,0.333333333
Sai Residency,Convenient for solo  clean rooms.,Convenient for solo clean rooms.,Convenient for solo clean rooms and.,0.909090909,0.888888889,0.909090909,0.508132748,2900,4,0,0
Hotel Vistara,Modern and central  great stay.,Modern and central great stay.,Modern and central great stay.,1,1,1,1,4000,4.3,0.2,0.3780021
Hotel Vistara,Good for business  reliable Wi-Fi.,Good for business reliable Wi-Fi.,Good for business reliable Wi-Fi.,1,1,1,1,4000,4.3,0.1,0.315464877
Hotel Vistara,Family-friendly  spacious rooms.,Family-friendly spacious rooms.,Family-friendly spacious rooms.,1,1,1,1.22E-77,4000,4.3,0.1,0.356207187
Hotel Vistara,Romantic and modern  great service.,Romantic and modern great service.,Romantic and modern great service..,1,1,1,0.668740305,4000,4.3,0.1,0.301029996
Hotel Vistara,Comfortable for solo good value,Comfortable for solo good value,Comfortable for solo good value,1,1,1,1,4000,4.3,0.1,0.289064826
Treebo Trend Grand Vista,Budget-friendly  modern amenities.,Budget-friendly modern amenities.,Budget-friendly modern amenities.,1,1,1,1.22E-77,3300,4.1,0,0
Treebo Trend Grand Vista,Good for work  but far from beach.,Good for work but far from beach.,Good for work but far from beach.,1,1,1,1,3300,4.1,0.2,0.448643819
Treebo Trend Grand Vista,Family enjoyed  affordable stay.,Family enjoyed affordable stay.,Family enjoyed affordable stay.,1,1,1,1,3300,4.1,0,0
Treebo Trend Grand Vista,Cozy for couples  good value.,Cozy for couples good value.,Cozy for couples good value.Good value.,0.833333333,0.8,0.833333333,0.537284966,3300,4.1,0,0
Treebo Trend Grand Vista,Convenient for solo  clean rooms.,Convenient for solo clean rooms.,Convenient for solo clean rooms and.,0.909090909,0.888888889,0.909090909,0.508132748,3300,4.1,0,0
Hotel Coastal Inn,Sea-facing  relaxing stay.,Sea-facing relaxing stay.,Sea-facing relaxing stay.,1,1,1,1.22E-77,3600,4.2,0,0
Hotel Coastal Inn,Good for work  but limited facilities.,Good for work but limited facilities.,"Good for work, but limited facilities.",1,1,1,7.26E-78,3600,4.2,0,0
Hotel Coastal Inn,Family loved the sea views. 140,Family loved the sea views. 140,Family loved the sea views. 140Great,0.833333333,0.8,0.833333333,0.759835686,3600,4.2,0,0
Hotel Coastal Inn,Romantic and scenic  great stay.,Romantic and scenic great stay.,"Romantic and scenic great stay. """,1,1,1,0.759835686,3600,4.2,0.2,0.395646724
Hotel Coastal Inn,Relaxing for solo  good value.,Relaxing for solo good value.,Relaxing for solo good value.,1,1,1,1,3600,4.2,0.1,0.289064826
The Orange Hotel,Budget-friendly  central location.,Budget-friendly central location.,Budget-friendly central location..,1,1,1,1.13E-154,3100,4,0,0
The Orange Hotel,Good for work  basic amenities.,Good for work basic amenities.,Good for work basic amenities.Good for,0.833333333,0.8,0.833333333,0.508132748,3100,4,0,0
The Orange Hotel,Family-friendly  affordable stay.,Family-friendly affordable stay.,Family-friendly affordable stay.,1,1,1,1.22E-77,3100,4,0,0
The Orange Hotel,Cozy for couples  good value.,Cozy for couples good value.,Cozy for couples good value.Good value.,0.833333333,0.8,0.833333333,0.537284966,3100,4,0,0
The Orange Hotel,Convenient for solo  clean rooms.,Convenient for solo clean rooms.,Convenient for solo clean rooms and.,0.909090909,0.888888889,0.909090909,0.508132748,3100,4,0,0
Hotel Landmark,Modern and central  great stay.,Modern and central great stay.,Modern and central great stay.,1,1,1,1,4200,4.3,0.1,0.356207187
Hotel Landmark,Good for business  reliable Wi-Fi.,Good for business reliable Wi-Fi.,Good for business reliable Wi-Fi.,1,1,1,1,4200,4.3,0,0
Hotel Landmark,Family-friendly  spacious rooms.,Family-friendly spacious rooms.,Family-friendly spacious rooms.,1,1,1,1.22E-77,4200,4.3,0.2,0.37066569
Hotel Landmark,Romantic and modern  great service.,Romantic and modern great service.,Romantic and modern great service..,1,1,1,0.668740305,4200,4.3,0,0
Hotel Landmark,Comfortable for solo good value,Comfortable for solo good value,Comfortable for solo good value,1,1,1,1,4200,4.3,0,0
OYO Premium Beach Road,Affordable  near beach  clean rooms.,Affordable near beach clean rooms.,Affordable near beach near clean rooms.,0.909090909,0.666666667,0.909090909,7.26E-78,3300,4,0,0
OYO Premium Beach Road,Good for work  basic facilities.,Good for work basic facilities.,Good for work basic facilities.Good for,0.833333333,0.8,0.833333333,0.508132748,3300,4,0.2,0.402983134
OYO Premium Beach Road,Family enjoyed the beach proximity.,Family enjoyed the beach proximity.,Family enjoyed the beach proximity.,1,1,1,1,3300,4,0,0
OYO Premium Beach Road,Cozy for couples  scenic views.,Cozy for couples scenic views.,Cozy for couples scenic views..,1,1,1,0.668740305,3300,4,0.2,0.41183384
OYO Premium Beach Road,Convenient for solo  affordable.,Convenient for solo affordable.,Convenient for solo affordable.,1,1,1,1,3300,4,0,0
Hotel Vamsi Krishna,Central and affordable  clean rooms.,Central and affordable clean rooms.,Central and affordable clean rooms.,1,1,1,1,3100,4,0,0
Hotel Vamsi Krishna,Good for business  basic amenities.,Good for business basic amenities.,Good for business basic amenities.Good for,0.833333333,0.8,0.833333333,0.508132748,3100,4,0,0
Hotel Vamsi Krishna,Family-friendly  good value.,Family-friendly good value.,Family-friendly good value.Good value.,0.8,0.75,0.8,1.05E-154,3100,4,0.1,0.356207187
Hotel Vamsi Krishna,Cozy for couples  central location.,Cozy for couples central location.,Cozy for couples near central location.,0.909090909,0.666666667,0.909090909,7.26E-78,3100,4,0,0
Hotel Vamsi Krishna,Convenient for solo  affordable.,Convenient for solo affordable.,Convenient for solo affordable.,1,1,1,1,3100,4,0,0
Hotel Sea Breeze,Beach proximity relaxing stay,Beach proximity relaxing stay,Beach proximity relaxing stay,1,1,1,1,3500,4.1,0,0
Hotel Sea Breeze,Good for work  but far from city.,Good for work but far from city.,Good for work but far from city.,1,1,1,1,3500,4.1,0,0
Hotel Sea Breeze,Family enjoyed the beach access.,Family enjoyed the beach access.,Family enjoyed the beach access.,1,1,1,1,3500,4.1,0,0
Hotel Sea Breeze,Cozy for couples  scenic views.,Cozy for couples scenic views.,Cozy for couples scenic views..,1,1,1,0.668740305,3500,4.1,0,0
Hotel Sea Breeze,Affordable for solo  great location.,Affordable for solo great location.,Affordable for solo great location.Family,0.909090909,0.888888889,0.909090909,0.668740305,3500,4.1,0,0
Hotel Silver Sands,Sea-facing  relaxing stay.,Sea-facing relaxing stay.,Sea-facing relaxing stay.,1,1,1,1.22E-77,3600,4.2,0,0
Hotel Silver Sands,Good for work  limited facilities.,Good for work limited facilities.,Good for work limited facilities.,1,1,1,1,3600,4.2,0,0
Hotel Silver Sands,Family loved the sea views.,Family loved the sea views.,Family loved the sea views.,1,1,1,1,3600,4.2,0,0
Hotel Silver Sands,Romantic and scenic  great stay.,Romantic and scenic great stay.,"Romantic and scenic great stay. """,1,1,1,0.759835686,3600,4.2,0.2,0.361814984
Hotel Silver Sands,Relaxing for solo  good value.,Relaxing for solo good value.,Relaxing for solo good value.,1,1,1,1,3600,4.2,0.1,0.289064826
Sri Lakshmi Guest House,Budget-friendly  clean rooms.,Budget-friendly clean rooms.,Budget-friendly clean rooms.,1,1,1,1.22E-77,2800,4,0.1,0.301029996
Sri Lakshmi Guest House,Good for business  basic amenities.,Good for business basic amenities.,Good for business basic amenities.Good for,0.833333333,0.8,0.833333333,0.508132748,2800,4,0,0
Sri Lakshmi Guest House,Family-friendly  affordable stay.,Family-friendly affordable stay.,Family-friendly affordable stay.,1,1,1,1.22E-77,2800,4,0,0
Sri Lakshmi Guest House,Cozy for couple  central location.,Cozy for couple central location.,Cozy for couple central location..,1,1,1,0.668740305,2800,4,0.1,0.430676558
Sri Lakshmi Guest House,Convenient for solo affordable,Convenient for solo affordable,Convenient for solo affordable,1,1,1,1,2800,4,0,0
Hotel Bay Leaf,Central and affordable  clean rooms.,Central and affordable clean rooms.,Central and affordable clean rooms.,1,1,1,1,3100,4,0,0
Hotel Bay Leaf,Good for business  basic amenities.,Good for business basic amenities.,Good for business basic amenities.Good for,0.833333333,0.8,0.833333333,0.508132748,3100,4,0,0
Hotel Bay Leaf,Family-friendly good value,Family-friendly good value,Family-friendly good value,1,1,1,1.22E-77,3100,4,0.1,0.356207187
Hotel Bay Leaf,Cozy for couples and centeral location,Cozy for couples and centeral location,Cozy for couples and centeral location,1,1,1,1,3100,4,0,0
Hotel Bay Leaf,Convenient for solo affordable,Convenient for solo affordable,Convenient for solo affordable,1,1,1,1,3100,4,0,0
Coastal Luxe Hotel,Modern center  great stay.,Modern center great stay.,Modern center great stay.Great stay.,0.8,0.75,0.8,7.38E-78,4700,4.3,0.3,0.604509339
Coastal Luxe Hotel,Perfect for business  reliable Wi-Fi.,Perfect for business reliable Wi-Fi.,Perfect for business reliable Wi-Fi.,1,1,1,1,4700,4.3,0.2,0.580279211
Coastal Luxe Hotel,Family loved the spacious rooms.,Family loved the spacious rooms.,Family loved the spacious rooms.,1,1,1,1,4700,4.3,0.1,1
Coastal Luxe Hotel,Romantic  great service.,Romantic great service.,Romantic great service.,1,1,1,1.22E-77,4700,4.3,0.1,0.5
Coastal Luxe Hotel,Comfortable for solo good value,Comfortable for solo good value,Comfortable for solo good value,1,1,1,1,4700,4.3,0,0
Hotel Bayfront Inn,Budget-friendly  clean rooms. good location.,Budget-friendly clean rooms. good location.,Budget-friendly clean rooms. good location.,1,1,1,1,2800,4,0.1,0.315464877
Hotel Bayfront Inn,Great for business  industrial area.,Great for business industrial area.,Great for business industrial area.,1,1,1,1,2800,4,0.1,0.430676558
Hotel Bayfront Inn,Family-friendly  affordable stay.,Family-friendly affordable stay.,Family-friendly affordable stay.,1,1,1,1.22E-77,2800,4,0,0
Hotel Bayfront Inn,Cozy for couples  good value.,Cozy for couples good value.,Cozy for couples good value.Good value.,0.833333333,0.8,0.833333333,0.537284966,2800,4,0,0
Hotel Bayfront Inn,Convenient for solo  budget stay.,Convenient for solo budget stay.,Convenient for solo budget stay..,1,1,1,0.668740305,2800,4,0,0
Hotel Sunview,Affordable  clean  great beach access.,Affordable clean great beach access.,AffAffordable clean great beach access.,0.8,0.75,0.8,0.668740305,3100,4,0,0
Hotel Sunview, Good for work reliable Wi-Fi.,Good for work reliable Wi-Fi.,Good for work reliable Wi-Fi.,1,1,1,1,3100,4,0.1,0.301029996
Hotel Sunview,Family-friendly  near beach.,Family-friendly near beach.,Family-friendly near beach.,1,1,1,1.22E-77,3100,4,0,0
Hotel Sunview,Cozy for couples  scenic views.,Cozy for couples scenic views.,Cozy for couples scenic views..,1,1,1,0.668740305,3100,4,0,0
Hotel Sunview,Convenient for solo  affordable.,Convenient for solo affordable.,Convenient for solo affordable.,1,1,1,1,3100,4,0,0
Hotel Muntaj,Budget-friendly central location,Budget-friendly central location,Budget-friendly central location,1,1,1,1.22E-77,2800,3.8,0,0
Hotel Muntaj,Good for work reliable wifi,Good for work reliable wifi,Good for work reliable wifi,1,1,1,1,2800,3.8,0.2,0.591235205
Hotel Muntaj,Family-friendly affordable,Family-friendly affordable,Family-friendly affordableContent,0.666666667,0.5,0.666666667,1.53E-231,2800,3.8,0,0
Hotel Muntaj,Cozy for couples good location,Cozy for couples good location,Cozy for couples good location,1,1,1,1,2800,3.8,0.1,0.333333333
Hotel Muntaj,Convenient for solo budget stay,Convenient for solo budget stay,Convenient for solo budget stay,1,1,1,1,2800,3.8,0,0
Hotel Ravi Chander,Budget-friendly and good dosa varities,Budget-friendly and good dosa varities,Budget-friendly and good dosa varities,1,1,1,1,800,3.8,0.9,0.989594884
Hotel Ravi Chander,Good for quick meals and industrial areas,Good for quick meals and industrial areas,Good for quick meals and industrial areas.,1,1,1,0.809106712,800,3.8,0.8,0.978291746
Hotel Ravi Chander,Family enjoyed the South Indian food.,Family enjoyed the South Indian food.,Family enjoyed the great South Indian food.,0.923076923,0.727272727,0.923076923,8.44E-78,800,3.8,1,1
Hotel Ravi Chander,Cozy and decent dosa,Cozy and decent dosa,Cozy and decent dosa,1,1,1,1,800,3.8,0.9,0.97701537
